product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,revenue_lost,is_marked_down,month,quarter,year_quarter,has_rating,rating_band,price_band,is_out_of_stock,is_dead_inventory
FB000463,Outerwear,Banana Republic,Fall,XXL,White,124.68,58.2,52.12,2025-08-06,44,3.2,False,,72.56,True,2025-08,Q3,2025-Q3,True,Good,Premium,False,False
FB000464,Bottoms,H&M,Spring,XL,Red,36.85,0.0,36.85,2025-07-03,0,4.4,False,,0.0,False,2025-07,Q3,2025-Q3,True,Excellent,Budget,True,False
FB000465,Outerwear,Ann Taylor,Winter,XS,Black,229.63,0.3,228.94,2025-08-06,30,3.4,False,,0.69,True,2025-08,Q3,2025-Q3,True,Good,Luxury,False,False
FB000466,Tops,Ann Taylor,Spring,S,Navy,74.09,0.0,74.09,2024-09-07,35,3.4,False,,0.0,False,2024-09,Q3,2024-Q3,True,Good,Mid-Range,False,False
FB000467,Bottoms,Banana Republic,Spring,XS,Brown,27.22,0.0,27.22,2024-09-09,14,2.4,False,,0.0,False,2024-09,Q3,2024-Q3,True,Fair,Budget,False,False
FB000468,Tops,Ann Taylor,Spring,L,Purple,32.64,1.4,32.18,2025-05-06,29,1.5,True,Changed Mind,0.46,True,2025-05,Q2,2025-Q2,True,Poor,Budget,False,False
FB000469,Accessories,Zara,Summer,One Size,Purple,30.25,11.8,26.68,2025-08-06,30,3.4,False,,3.57,True,2025-08,Q3,2025-Q3,True,Good,Budget,False,False
FB000470,Outerwear,Uniqlo,Summer,S,Brown,180.57,0.0,180.57,2025-08-06,28,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Luxury,False,False
FB000471,Bottoms,Uniqlo,Summer,XS,White,96.55,0.0,96.55,2025-08-06,17,4.4,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Mid-Range,False,False
FB000472,Bottoms,Ann Taylor,Fall,Unknown,Pink,68.53,54.3,31.32,2025-08-06,38,2.9,False,,37.21,True,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000473,Shoes,Gap,Fall,XS,White,71.94,0.0,71.94,2025-08-06,45,3.3,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000474,Shoes,Gap,Fall,L,Blue,80.72,9.9,72.73,2025-08-06,37,2.5,False,,7.99,True,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000475,Outerwear,Zara,Winter,L,Green,208.8,0.0,208.8,2025-08-06,13,1.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Luxury,False,False
FB000476,Shoes,Mango,Summer,M,Navy,158.15,54.1,72.59,2025-08-06,36,4.5,False,,85.56,True,2025-08,Q3,2025-Q3,True,Excellent,Luxury,False,False
FB000477,Tops,Zara,Fall,S,White,85.92,0.0,85.92,2025-08-06,12,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000478,Accessories,Gap,Spring,One Size,Pink,69.59,0.0,69.59,2024-09-26,38,1.5,False,,0.0,False,2024-09,Q3,2024-Q3,True,Poor,Mid-Range,False,False
FB000479,Dresses,Zara,Winter,XL,Red,136.17,19.1,110.16,2025-08-06,14,,False,,26.01,True,2025-08,Q3,2025-Q3,False,,Premium,False,False
FB000480,Shoes,Mango,Spring,XS,Pink,124.26,0.0,124.26,2024-08-08,44,4.0,False,,0.0,False,2024-08,Q3,2024-Q3,True,Good,Premium,False,False
FB000481,Shoes,Banana Republic,Winter,S,Black,129.33,0.0,129.33,2025-08-06,15,3.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Premium,False,False
FB000482,Dresses,H&M,Spring,S,Navy,123.93,30.0,86.75,2025-07-31,39,1.9,False,,37.18,True,2025-07,Q3,2025-Q3,True,Poor,Premium,False,False
FB000483,Shoes,Zara,Summer,XS,Beige,62.76,0.0,62.76,2025-08-06,12,4.7,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Mid-Range,False,False
FB000484,Shoes,Uniqlo,Spring,XS,Blue,74.54,0.0,74.54,2024-11-07,4,3.5,False,,0.0,False,2024-11,Q4,2024-Q4,True,Good,Mid-Range,False,False
FB000485,Tops,Gap,Summer,S,Pink,114.03,0.0,114.03,2025-08-06,2,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Premium,False,False
FB000486,Accessories,Gap,Fall,One Size,White,20.59,27.6,14.91,2025-08-06,36,,False,,5.68,True,2025-08,Q3,2025-Q3,False,,Budget,False,False
FB000487,Shoes,Banana Republic,Summer,XL,Blue,167.86,0.0,167.86,2025-08-06,17,3.2,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Luxury,False,False
FB000488,Accessories,Uniqlo,Fall,One Size,Gray,62.2,37.7,38.75,2025-08-06,16,3.1,False,,23.45,True,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000489,Outerwear,Banana Republic,Fall,Unknown,Pink,223.69,6.3,209.6,2025-08-06,18,1.9,False,,14.09,True,2025-08,Q3,2025-Q3,True,Poor,Luxury,False,False
FB000490,Accessories,Mango,Summer,One Size,Blue,67.13,0.0,67.13,2025-08-06,3,1.4,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,False
FB000491,Dresses,Zara,Summer,M,Red,144.81,33.3,96.59,2025-08-06,33,2.8,False,,48.22,True,2025-08,Q3,2025-Q3,True,Fair,Premium,False,False
FB000492,Outerwear,Gap,Winter,XS,Purple,152.93,53.0,71.88,2025-08-06,2,4.6,True,Changed Mind,81.05,True,2025-08,Q3,2025-Q3,True,Excellent,Luxury,False,False
FB000493,Dresses,Forever21,Summer,XXL,White,111.29,0.0,111.29,2025-08-06,48,4.9,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Premium,False,False
FB000494,Outerwear,Banana Republic,Winter,XS,Pink,159.18,0.0,159.18,2025-08-06,38,2.4,True,Quality Issue,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Luxury,False,False
FB000495,Outerwear,Zara,Winter,XXL,White,215.93,0.0,215.93,2025-08-06,43,3.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Luxury,False,False
FB000496,Tops,Ann Taylor,Spring,Unknown,Beige,51.69,33.4,34.43,2024-08-07,36,3.4,False,,17.26,True,2024-08,Q3,2024-Q3,True,Good,Mid-Range,False,False
FB000497,Outerwear,Ann Taylor,Summer,L,Pink,137.38,0.0,137.38,2025-08-06,43,3.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Premium,False,False
FB000498,Bottoms,Forever21,Fall,XXL,Green,96.7,38.8,59.18,2025-08-06,46,1.7,False,,37.52,True,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,True
FB000499,Bottoms,H&M,Spring,M,Purple,58.73,38.1,36.35,2024-12-27,50,1.2,False,,22.38,True,2024-12,Q4,2024-Q4,True,Poor,Mid-Range,False,True
FB000500,Outerwear,Gap,Winter,S,Green,204.68,0.0,204.68,2025-08-06,33,3.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Luxury,False,False
FB000501,Bottoms,Forever21,Spring,L,White,117.26,0.0,117.26,2024-09-25,29,,False,,0.0,False,2024-09,Q3,2024-Q3,False,,Premium,False,False
FB000502,Outerwear,Gap,Summer,XXL,White,91.95,0.0,91.95,2025-08-06,1,2.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000503,Bottoms,Gap,Fall,XL,Navy,94.53,0.0,94.53,2025-08-06,13,2.4,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000504,Dresses,Mango,Fall,XXL,White,71.94,3.0,69.78,2025-08-06,45,1.4,False,,2.16,True,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,False
FB000505,Dresses,Ann Taylor,Winter,XL,Green,177.72,5.9,167.23,2025-08-06,47,,False,,10.49,True,2025-08,Q3,2025-Q3,False,,Luxury,False,False
FB000506,Accessories,Zara,Summer,One Size,White,34.4,0.0,34.4,2025-08-06,43,3.0,True,Wrong Item,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Budget,False,False
FB000507,Bottoms,Banana Republic,Spring,M,Gray,119.72,0.0,119.72,2025-01-18,18,3.7,False,,0.0,False,2025-01,Q1,2025-Q1,True,Good,Premium,False,False
FB000508,Accessories,H&M,Summer,One Size,Brown,44.09,0.0,44.09,2025-08-06,2,2.0,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Budget,False,False
FB000509,Bottoms,Mango,Spring,XL,Purple,42.47,0.0,42.47,2024-11-14,33,4.5,True,Changed Mind,0.0,False,2024-11,Q4,2024-Q4,True,Excellent,Budget,False,False
FB000510,Dresses,Banana Republic,Summer,XL,Purple,68.43,0.0,68.43,2025-08-06,16,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000511,Shoes,Zara,Fall,XS,Green,165.39,31.8,112.8,2025-08-06,9,4.6,False,,52.59,True,2025-08,Q3,2025-Q3,True,Excellent,Luxury,False,False
FB000512,Accessories,Ann Taylor,Winter,One Size,Green,35.36,0.0,35.36,2025-08-06,42,4.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000513,Dresses,H&M,Summer,M,Navy,95.73,0.0,95.73,2025-08-06,6,4.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Mid-Range,False,False
FB000514,Accessories,Banana Republic,Spring,One Size,Brown,72.28,51.3,35.2,2025-02-15,31,1.9,False,,37.08,True,2025-02,Q1,2025-Q1,True,Poor,Mid-Range,False,True
FB000515,Outerwear,Ann Taylor,Summer,Unknown,White,80.35,0.0,80.35,2025-08-06,28,2.9,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000516,Bottoms,Banana Republic,Winter,XL,Gray,119.04,0.0,119.04,2025-08-06,35,1.4,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Premium,False,False
FB000517,Tops,Gap,Winter,XS,Brown,60.53,42.5,34.8,2025-08-06,8,,True,Color Mismatch,25.73,True,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000518,Outerwear,H&M,Fall,M,Navy,92.54,43.8,52.01,2025-08-06,33,1.5,True,Damaged,40.53,True,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,True
FB000519,Accessories,Uniqlo,Fall,One Size,Pink,28.4,0.0,28.4,2025-08-06,4,3.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Budget,False,False
FB000520,Bottoms,Zara,Summer,M,Gray,91.65,0.0,91.65,2025-08-06,40,3.8,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000521,Accessories,Mango,Fall,One Size,Navy,72.57,0.0,72.57,2025-08-06,27,2.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000522,Bottoms,H&M,Fall,L,Blue,39.05,0.0,39.05,2025-08-06,10,3.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Budget,False,False
FB000523,Dresses,Zara,Winter,S,Gray,113.21,0.0,113.21,2025-08-06,12,4.4,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Premium,False,False
FB000524,Accessories,Forever21,Spring,One Size,Navy,25.34,0.0,25.34,2025-07-31,17,3.3,False,,0.0,False,2025-07,Q3,2025-Q3,True,Good,Budget,False,False
FB000525,Tops,Mango,Spring,L,Black,98.16,56.7,42.5,2025-02-05,44,2.6,False,,55.66,True,2025-02,Q1,2025-Q1,True,Fair,Mid-Range,False,False
FB000526,Tops,Banana Republic,Spring,XS,Purple,60.54,0.0,60.54,2025-04-10,35,1.7,False,,0.0,False,2025-04,Q2,2025-Q2,True,Poor,Mid-Range,False,False
FB000527,Dresses,Zara,Winter,S,Pink,132.61,7.4,122.8,2025-08-06,0,4.2,False,,9.81,True,2025-08,Q3,2025-Q3,True,Excellent,Premium,True,False
FB000528,Outerwear,Ann Taylor,Fall,XL,Pink,234.14,0.0,234.14,2025-08-06,40,1.7,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Luxury,False,False
FB000529,Accessories,H&M,Fall,One Size,Black,31.86,48.2,16.5,2025-08-06,32,4.5,False,,15.36,True,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000530,Accessories,Uniqlo,Spring,One Size,Gray,15.14,36.7,9.58,2025-07-23,41,3.8,False,,5.56,True,2025-07,Q3,2025-Q3,True,Good,Budget,False,False
FB000531,Shoes,H&M,Winter,XS,Purple,77.72,0.0,77.72,2025-08-06,48,1.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,False
FB000532,Accessories,Zara,Spring,One Size,Gray,78.04,0.0,78.04,2025-04-09,38,4.9,False,,0.0,False,2025-04,Q2,2025-Q2,True,Excellent,Mid-Range,False,False
FB000533,Outerwear,Gap,Fall,M,Brown,169.82,0.0,169.82,2025-08-06,28,4.0,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Luxury,False,False
FB000534,Bottoms,H&M,Spring,L,White,94.71,38.9,57.87,2024-08-16,39,4.7,False,,36.84,True,2024-08,Q3,2024-Q3,True,Excellent,Mid-Range,False,False
FB000535,Shoes,Ann Taylor,Spring,XL,Red,112.6,22.0,87.83,2025-07-22,29,2.1,True,Color Mismatch,24.77,True,2025-07,Q3,2025-Q3,True,Fair,Premium,False,False
FB000536,Bottoms,Zara,Summer,L,Purple,104.16,0.0,104.16,2025-08-06,21,1.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Premium,False,False
FB000537,Outerwear,Gap,Winter,XXL,Gray,174.86,0.0,174.86,2025-08-06,15,1.7,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Luxury,False,False
FB000538,Outerwear,Uniqlo,Spring,L,Purple,217.89,49.4,110.25,2024-11-27,42,2.9,False,,107.64,True,2024-11,Q4,2024-Q4,True,Fair,Luxury,False,False
FB000539,Shoes,Mango,Winter,L,Black,123.14,0.0,123.14,2025-08-06,15,1.8,True,Wrong Item,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Premium,False,False
FB000540,Tops,Ann Taylor,Winter,XL,Navy,103.96,0.0,103.96,2025-08-06,23,3.3,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Premium,False,False
FB000541,Dresses,H&M,Spring,XL,Blue,138.45,0.0,138.45,2025-03-28,18,3.3,False,,0.0,False,2025-03,Q1,2025-Q1,True,Good,Premium,False,False
FB000542,Shoes,Gap,Summer,S,Black,165.1,0.0,165.1,2025-08-06,7,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Luxury,False,False
FB000543,Shoes,Gap,Winter,XXL,Gray,147.25,0.0,147.25,2025-08-06,15,2.7,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Premium,False,False
FB000544,Shoes,Uniqlo,Fall,L,Pink,126.23,0.0,126.23,2025-08-06,48,2.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Premium,False,False
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,0.0,229.04,2025-08-06,5,4.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Luxury,False,False
FB000546,Accessories,Ann Taylor,Winter,One Size,Gray,38.65,32.6,26.05,2025-08-06,46,1.1,False,,12.6,True,2025-08,Q3,2025-Q3,True,Poor,Budget,False,True
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0.0,80.82,2025-02-11,42,,False,,0.0,False,2025-02,Q1,2025-Q1,False,,Mid-Range,False,False
FB000548,Accessories,Uniqlo,Spring,One Size,Beige,56.44,0.0,56.44,2025-03-18,35,4.0,False,,0.0,False,2025-03,Q1,2025-Q1,True,Good,Mid-Range,False,False
FB000549,Dresses,Zara,Fall,M,Beige,121.3,0.0,121.3,2025-08-06,33,2.3,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Premium,False,False
FB000550,Bottoms,Gap,Fall,Unknown,Black,101.98,28.4,73.02,2025-08-06,40,4.5,False,,28.96,True,2025-08,Q3,2025-Q3,True,Excellent,Premium,False,False
FB000551,Bottoms,Banana Republic,Spring,L,Red,89.99,0.0,89.99,2025-02-28,26,4.1,False,,0.0,False,2025-02,Q1,2025-Q1,True,Excellent,Mid-Range,False,False
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,42.12,2025-08-06,48,4.5,False,,22.19,True,2025-08,Q3,2025-Q3,True,Excellent,Mid-Range,False,False
FB000553,Dresses,Zara,Spring,L,Beige,168.92,0.0,168.92,2025-07-14,11,4.4,False,,0.0,False,2025-07,Q3,2025-Q3,True,Excellent,Luxury,False,False
FB000554,Bottoms,Gap,Summer,XL,Navy,86.46,49.5,43.66,2025-08-06,19,4.3,False,,42.8,True,2025-08,Q3,2025-Q3,True,Excellent,Mid-Range,False,False
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,29.88,2025-08-06,39,1.2,False,,6.96,True,2025-08,Q3,2025-Q3,True,Poor,Budget,False,False
FB000556,Tops,Ann Taylor,Spring,XS,Pink,38.5,0.0,38.5,2025-03-06,2,3.2,False,,0.0,False,2025-03,Q1,2025-Q1,True,Good,Budget,False,False
FB000557,Bottoms,Mango,Winter,Unknown,Beige,68.02,37.7,42.38,2025-08-06,40,2.1,False,,25.64,True,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,True
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0.0,117.23,2025-08-06,30,,True,Changed Mind,0.0,False,2025-08,Q3,2025-Q3,False,,Premium,False,False
FB000559,Tops,Ann Taylor,Spring,S,Navy,79.33,0.0,79.33,2025-01-30,10,3.4,True,Changed Mind,0.0,False,2025-01,Q1,2025-Q1,True,Good,Mid-Range,False,False
FB000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.44,2025-08-06,11,2.0,False,,32.38,True,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,True
FB000561,Dresses,Ann Taylor,Spring,M,White,141.42,0.0,141.42,2025-03-25,10,2.5,False,,0.0,False,2025-03,Q1,2025-Q1,True,Fair,Premium,False,False
FB000562,Shoes,Uniqlo,Spring,L,Black,124.2,0.0,124.2,2024-08-28,24,1.0,False,,0.0,False,2024-08,Q3,2024-Q3,True,Poor,Premium,False,False
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0.0,48.42,2025-08-06,6,4.3,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000564,Dresses,H&M,Fall,XS,Gray,119.4,0.0,119.4,2025-08-06,45,4.2,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Premium,False,False
FB000565,Shoes,Mango,Summer,M,Brown,186.07,0.0,186.07,2025-08-06,41,2.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Luxury,False,False
FB000566,Shoes,Mango,Summer,XL,Brown,109.46,0.0,109.46,2025-08-06,38,4.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Premium,False,False
FB000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.57,2025-08-06,3,3.5,False,,49.61,True,2025-08,Q3,2025-Q3,True,Good,Premium,False,False
FB000568,Accessories,Zara,Winter,One Size,Green,41.29,26.3,30.43,2025-08-06,5,4.7,False,,10.86,True,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000569,Tops,Uniqlo,Winter,S,Green,94.68,45.0,52.07,2025-08-06,47,2.6,False,,42.61,True,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000570,Accessories,Zara,Spring,One Size,White,48.55,32.7,32.67,2024-10-01,39,2.8,False,,15.88,True,2024-10,Q4,2024-Q4,True,Fair,Budget,False,False
FB000571,Tops,Gap,Summer,M,Purple,75.22,0.0,75.22,2025-08-06,22,2.1,True,Size Issue,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,68.97,2025-08-06,16,,False,,29.98,True,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0.0,39.56,2025-01-21,15,,False,,0.0,False,2025-01,Q1,2025-Q1,False,,Budget,False,False
FB000574,Outerwear,Uniqlo,Winter,S,White,153.88,0.0,153.88,2025-08-06,42,2.2,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Luxury,False,False
FB000575,Accessories,Ann Taylor,Summer,One Size,Beige,68.87,0.0,68.87,2025-08-06,9,1.1,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,False
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.62,2025-08-06,48,,False,,9.94,True,2025-08,Q3,2025-Q3,False,,Budget,False,False
FB000577,Outerwear,H&M,Fall,XXL,White,246.49,0.0,246.49,2025-08-06,20,4.8,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Luxury,False,False
FB000578,Accessories,H&M,Fall,One Size,Green,52.41,0.0,52.41,2025-08-06,14,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000579,Tops,Zara,Summer,M,Navy,33.77,0.0,33.77,2025-08-06,12,3.8,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Budget,False,False
FB000580,Shoes,H&M,Summer,M,Pink,96.7,0.0,96.7,2025-08-06,28,3.0,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000581,Dresses,H&M,Spring,M,Red,95.81,0.0,95.81,2025-05-09,47,4.9,False,,0.0,False,2025-05,Q2,2025-Q2,True,Excellent,Mid-Range,False,False
FB000582,Tops,Gap,Fall,M,Brown,41.58,0.0,41.58,2025-08-06,3,1.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Budget,False,False
FB000583,Tops,Uniqlo,Summer,XL,Gray,46.67,6.6,43.59,2025-08-06,35,1.3,True,Quality Issue,3.08,True,2025-08,Q3,2025-Q3,True,Poor,Budget,False,False
FB000584,Bottoms,Zara,Winter,L,Beige,25.98,59.4,10.55,2025-08-06,40,,False,,15.43,True,2025-08,Q3,2025-Q3,False,,Budget,False,False
FB000585,Outerwear,Uniqlo,Summer,L,Beige,204.82,14.0,176.15,2025-08-06,27,3.8,False,,28.67,True,2025-08,Q3,2025-Q3,True,Good,Luxury,False,False
FB000586,Tops,Zara,Winter,XXL,Pink,43.43,47.1,22.97,2025-08-06,44,4.7,False,,20.46,True,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000587,Accessories,H&M,Summer,One Size,Blue,40.5,40.5,24.1,2025-08-06,25,2.9,False,,16.4,True,2025-08,Q3,2025-Q3,True,Fair,Budget,False,False
FB000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,2025-08-06,34,4.0,False,,12.22,True,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000589,Accessories,Ann Taylor,Summer,One Size,Navy,17.67,0.0,17.67,2025-08-06,29,4.3,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000590,Dresses,Gap,Winter,S,Green,70.01,28.0,50.41,2025-08-06,23,,False,,19.6,True,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000591,Shoes,Mango,Fall,XS,Red,79.32,33.7,52.59,2025-08-06,38,3.0,True,Size Issue,26.73,True,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000592,Accessories,Zara,Summer,One Size,Beige,45.24,0.0,45.24,2025-08-06,20,3.0,True,Quality Issue,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Budget,False,False
FB000593,Tops,H&M,Summer,XXL,Red,63.51,13.6,54.87,2025-08-06,19,,False,,8.64,True,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000594,Bottoms,Ann Taylor,Winter,XXL,White,55.23,33.6,36.67,2025-08-06,9,,False,,18.56,True,2025-08,Q3,2025-Q3,False,,Mid-Range,False,False
FB000595,Dresses,Banana Republic,Fall,M,Navy,137.59,0.0,137.59,2025-08-06,18,,False,,0.0,False,2025-08,Q3,2025-Q3,False,,Premium,False,False
FB000596,Shoes,H&M,Fall,Unknown,White,65.8,0.0,65.8,2025-08-06,46,3.2,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000597,Shoes,Uniqlo,Winter,XL,Blue,88.42,0.0,88.42,2025-08-06,44,3.4,True,Damaged,0.0,False,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000598,Dresses,Mango,Fall,M,Red,75.54,0.0,75.54,2025-08-06,6,4.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Mid-Range,False,False
FB000599,Shoes,H&M,Spring,L,White,185.13,0.0,185.13,2025-05-09,49,4.9,False,,0.0,False,2025-05,Q2,2025-Q2,True,Excellent,Luxury,False,False
FB000600,Outerwear,Mango,Fall,L,Black,132.58,0.0,132.58,2025-08-06,45,1.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Premium,False,False
FB000601,Bottoms,Zara,Fall,M,White,93.38,0.0,93.38,2025-08-06,7,3.5,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000602,Accessories,Ann Taylor,Fall,One Size,Black,47.28,0.0,47.28,2025-08-06,38,4.2,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000603,Bottoms,Banana Republic,Spring,L,Green,59.88,0.0,59.88,2024-10-12,33,2.9,False,,0.0,False,2024-10,Q4,2024-Q4,True,Fair,Mid-Range,False,False
FB000604,Dresses,H&M,Winter,XXL,Black,140.07,0.0,140.07,2025-08-06,15,2.7,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Premium,False,False
FB000605,Accessories,Uniqlo,Winter,One Size,Black,66.6,0.0,66.6,2025-08-06,47,4.0,False,,0.0,False,2025-08,Q3,2025-Q3,True,Good,Mid-Range,False,False
FB000606,Accessories,Gap,Summer,One Size,Purple,39.82,35.4,25.72,2025-08-06,9,4.6,False,,14.1,True,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000607,Accessories,Zara,Fall,One Size,Red,70.74,0.0,70.74,2025-08-06,49,1.8,False,,0.0,False,2025-08,Q3,2025-Q3,True,Poor,Mid-Range,False,False
FB000608,Dresses,Zara,Spring,M,Red,95.33,0.0,95.33,2025-06-07,36,,True,Quality Issue,0.0,False,2025-06,Q2,2025-Q2,False,,Mid-Range,False,False
FB000609,Accessories,Forever21,Spring,One Size,Red,32.62,29.1,23.13,2025-07-27,9,1.4,False,,9.49,True,2025-07,Q3,2025-Q3,True,Poor,Budget,False,False
FB000610,Bottoms,Mango,Summer,XL,Purple,41.07,0.0,41.07,2025-08-06,10,4.8,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000611,Bottoms,Zara,Winter,XL,Gray,43.1,0.0,43.1,2025-08-06,34,4.9,False,,0.0,False,2025-08,Q3,2025-Q3,True,Excellent,Budget,False,False
FB000612,Outerwear,Ann Taylor,Winter,XXL,Navy,102.03,27.9,73.56,2025-08-06,21,2.2,True,Size Issue,28.47,True,2025-08,Q3,2025-Q3,True,Fair,Premium,False,False
FB000613,Accessories,Mango,Winter,One Size,Red,54.11,0.0,54.11,2025-08-06,15,2.6,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Mid-Range,False,False
FB000614,Accessories,Mango,Winter,One Size,Purple,43.5,0.0,43.5,2025-08-06,35,2.8,False,,0.0,False,2025-08,Q3,2025-Q3,True,Fair,Budget,False,False
